Time,Account,Type,Details
2025-12-26 02:31:43.126968+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.136538+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.188105+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.204863+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.310404+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.386911+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.386921+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.416965+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.437845+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.593254+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.647892+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.814722+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.910654+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.939404+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.996080+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.098043+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.098204+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.098207+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.140972+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.182425+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.244019+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.272486+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.412680+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.427288+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.474762+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.548073+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.553118+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.618799+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.666990+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.703018+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.713709+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.722313+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.769447+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:47.993099+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:47.993101+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:47.993101+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.209732+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.271111+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.543770+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.721703+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.909077+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:50.111153+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:50.316017+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:50.401220+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:51.348866+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:51.805603+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:52.140917+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:52.575781+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:54.242931+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:54.277176+00:00,N/A,Privilege Escalation,
2025-12-26 02:32:01.958418+00:00,N/A,Privilege Escalation,
2025-12-26 02:32:22.934662+00:00,N/A,Privilege Escalation,
2025-12-26 02:32:23.080349+00:00,N/A,Privilege Escalation,
2025-12-26 02:32:23.639488+00:00,N/A,Privilege Escalation,
2025-12-26 02:32:47.523396+00:00,N/A,Privilege Escalation,
2025-12-26 02:33:18.288355+00:00,N/A,Privilege Escalation,
2025-12-26 02:33:39.607853+00:00,N/A,Privilege Escalation,
2025-12-26 02:33:48.179491+00:00,N/A,Privilege Escalation,
2025-12-26 02:33:54.278864+00:00,N/A,Privilege Escalation,
2025-12-26 02:33:55.684824+00:00,N/A,Privilege Escalation,
2025-12-26 02:34:13.575502+00:00,N/A,Privilege Escalation,
2025-12-26 02:34:19.138487+00:00,N/A,Privilege Escalation,
2025-12-26 02:34:20.820566+00:00,N/A,Privilege Escalation,
2025-12-26 02:34:21.355375+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:29.896717+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:31.625181+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:33.394455+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:33.401592+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:33.404415+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:33.412441+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:33.414783+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:33.508123+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:34.430302+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:35.127445+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:35.220499+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:35.315105+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:36.810751+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:36.813641+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:36.815142+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:36.818914+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:36.820166+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:36.830479+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:37.500725+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:38.131512+00:00,N/A,Privilege Escalation,
2025-12-26 02:35:48.118860+00:00,N/A,Privilege Escalation,
2025-12-26 02:36:45.136681+00:00,N/A,Privilege Escalation,
2025-12-26 02:37:38.905334+00:00,N/A,Privilege Escalation,
2025-12-26 02:41:06.220577+00:00,N/A,Privilege Escalation,
2025-12-26 02:42:03.548779+00:00,N/A,Privilege Escalation,
2025-12-26 02:42:34.441414+00:00,N/A,Privilege Escalation,
2025-12-26 02:43:43.752611+00:00,N/A,Privilege Escalation,
2025-12-26 02:43:43.752613+00:00,N/A,Privilege Escalation,
2025-12-26 02:43:44.015015+00:00,N/A,Privilege Escalation,
2025-12-26 02:43:44.148483+00:00,N/A,Privilege Escalation,
2025-12-26 02:43:51.470545+00:00,N/A,Privilege Escalation,
2025-12-26 02:43:53.669975+00:00,N/A,Privilege Escalation,
2025-12-26 05:07:29.279652+00:00,N/A,Privilege Escalation,
2025-12-26 05:07:31.381807+00:00,N/A,Privilege Escalation,
2025-12-26 05:07:31.595520+00:00,N/A,Privilege Escalation,
2025-12-26 05:07:31.687813+00:00,N/A,Privilege Escalation,
2025-12-26 05:07:33.148129+00:00,N/A,Privilege Escalation,
2025-12-26 05:08:29.363333+00:00,N/A,Privilege Escalation,
2025-12-26 05:08:30.169441+00:00,N/A,Privilege Escalation,
2025-12-26 05:08:38.453209+00:00,N/A,Privilege Escalation,
2025-12-26 05:09:18.719080+00:00,N/A,Privilege Escalation,
2025-12-26 05:09:35.681795+00:00,N/A,Privilege Escalation,
2025-12-26 05:09:36.562014+00:00,N/A,Privilege Escalation,
2025-12-26 05:11:27.582811+00:00,N/A,Privilege Escalation,
2025-12-26 05:12:04.419495+00:00,N/A,Privilege Escalation,
2025-12-26 05:12:16.246756+00:00,N/A,Privilege Escalation,
2025-12-26 05:12:30.043406+00:00,N/A,Privilege Escalation,
2025-12-26 05:12:32.701855+00:00,N/A,Privilege Escalation,
2025-12-26 05:13:04.511404+00:00,N/A,Privilege Escalation,
2025-12-26 05:14:16.946482+00:00,N/A,Privilege Escalation,
2025-12-26 05:15:36.046089+00:00,N/A,Privilege Escalation,
2025-12-26 05:16:29.762869+00:00,N/A,Privilege Escalation,
2025-12-26 05:16:49.081631+00:00,N/A,Privilege Escalation,
2025-12-26 05:16:49.240675+00:00,N/A,Privilege Escalation,
2025-12-26 05:17:24.980440+00:00,N/A,Privilege Escalation,
2025-12-26 05:17:25.004330+00:00,N/A,Privilege Escalation,
2025-12-26 05:17:25.442394+00:00,N/A,Privilege Escalation,
2025-12-26 05:17:25.655233+00:00,N/A,Privilege Escalation,
2025-12-26 05:17:25.679995+00:00,N/A,Privilege Escalation,
2025-12-26 05:17:26.636318+00:00,N/A,Privilege Escalation,
2025-12-26 05:17:32.504498+00:00,N/A,Privilege Escalation,
2025-12-26 05:17:32.645737+00:00,N/A,Privilege Escalation,
2025-12-26 05:17:36.743889+00:00,N/A,Privilege Escalation,
2025-12-26 05:22:30.990543+00:00,N/A,Privilege Escalation,
2025-12-26 05:22:33.048857+00:00,N/A,Privilege Escalation,
2025-12-26 05:22:34.234598+00:00,N/A,Privilege Escalation,
2025-12-26 05:23:39.503479+00:00,N/A,Privilege Escalation,
2025-12-26 05:34:53.516512+00:00,N/A,Privilege Escalation,
2025-12-26 05:37:46.234314+00:00,N/A,Privilege Escalation,
2025-12-26 05:52:46.403376+00:00,N/A,Privilege Escalation,
2025-12-26 06:07:42.433327+00:00,N/A,Privilege Escalation,
2025-12-26 06:07:46.532583+00:00,N/A,Privilege Escalation,
2025-12-26 06:09:45.054079+00:00,N/A,Privilege Escalation,
2025-12-26 06:09:46.009678+00:00,N/A,Privilege Escalation,
2025-12-26 06:11:45.391184+00:00,N/A,Privilege Escalation,
2025-12-26 06:11:47.647701+00:00,N/A,Privilege Escalation,
2025-12-26 06:11:54.115351+00:00,N/A,Privilege Escalation,
2025-12-26 06:11:54.115351+00:00,N/A,Privilege Escalation,
2025-12-26 06:11:54.450022+00:00,N/A,Privilege Escalation,
2025-12-26 06:11:54.763039+00:00,N/A,Privilege Escalation,
2025-12-26 06:12:01.563013+00:00,N/A,Privilege Escalation,
2025-12-26 06:12:02.750984+00:00,N/A,Privilege Escalation,
2025-12-26 08:41:12.442030+00:00,N/A,Privilege Escalation,
2025-12-26 08:41:14.823463+00:00,N/A,Privilege Escalation,
2025-12-26 08:41:14.956358+00:00,N/A,Privilege Escalation,
2025-12-26 08:41:19.614464+00:00,N/A,Privilege Escalation,
2025-12-26 08:42:27.927052+00:00,N/A,Privilege Escalation,
2025-12-26 08:42:44.239878+00:00,N/A,Privilege Escalation,
2025-12-26 08:42:44.400923+00:00,N/A,Privilege Escalation,
2025-12-26 08:44:51.577431+00:00,N/A,Privilege Escalation,
2025-12-26 08:45:11.070377+00:00,N/A,Privilege Escalation,
2025-12-26 08:45:23.245802+00:00,N/A,Privilege Escalation,
2025-12-26 08:46:14.717422+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:11.514431+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:11.857775+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:11.864956+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:11.867392+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:11.884413+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:11.887177+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:11.908195+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:12.655300+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:13.397423+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:14.242878+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:14.246670+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:14.250813+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:14.262703+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:14.265182+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:14.280556+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:15.132221+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:15.803953+00:00,N/A,Privilege Escalation,
2025-12-26 08:47:17.741940+00:00,N/A,Privilege Escalation,
2025-12-26 08:56:14.442642+00:00,N/A,Privilege Escalation,
2025-12-26 08:56:15.660704+00:00,N/A,Privilege Escalation,
2025-12-26 08:56:19.904007+00:00,N/A,Privilege Escalation,
2025-12-26 09:11:20.025887+00:00,N/A,Privilege Escalation,
2025-12-26 09:25:32.026945+00:00,N/A,Privilege Escalation,
2025-12-26 09:26:20.153847+00:00,N/A,Privilege Escalation,
2025-12-26 09:41:17.694418+00:00,N/A,Privilege Escalation,
2025-12-26 09:41:20.286114+00:00,N/A,Privilege Escalation,
2025-12-26 09:43:19.981482+00:00,N/A,Privilege Escalation,
2025-12-26 09:43:20.820589+00:00,N/A,Privilege Escalation,
2025-12-26 09:44:21.167278+00:00,N/A,Privilege Escalation,
2025-12-26 09:44:21.167280+00:00,N/A,Privilege Escalation,
2025-12-26 09:44:21.621933+00:00,N/A,Privilege Escalation,
2025-12-26 09:44:21.886885+00:00,N/A,Privilege Escalation,
2025-12-26 09:44:27.031704+00:00,N/A,Privilege Escalation,
2025-12-26 09:44:28.956680+00:00,N/A,Privilege Escalation,
2025-12-26 14:40:39.304012+00:00,N/A,Privilege Escalation,
2025-12-26 14:40:41.571758+00:00,N/A,Privilege Escalation,
2025-12-26 14:40:41.823681+00:00,N/A,Privilege Escalation,
2025-12-26 14:40:45.239983+00:00,N/A,Privilege Escalation,
2025-12-26 14:40:51.803898+00:00,N/A,Privilege Escalation,
2025-12-26 14:41:26.886847+00:00,N/A,Privilege Escalation,
2025-12-26 14:42:25.123800+00:00,N/A,Privilege Escalation,
2025-12-26 14:45:27.468744+00:00,N/A,Privilege Escalation,
2025-12-26 14:45:41.651400+00:00,N/A,Privilege Escalation,
2025-12-26 14:45:55.763874+00:00,N/A,Privilege Escalation,
2025-12-26 14:46:08.459242+00:00,N/A,Privilege Escalation,
2025-12-26 14:46:44.512188+00:00,N/A,Privilege Escalation,
2025-12-26 14:55:42.214029+00:00,N/A,Privilege Escalation,
2025-12-26 14:55:43.275066+00:00,N/A,Privilege Escalation,
2025-12-26 14:55:52.547945+00:00,N/A,Privilege Escalation,
2025-12-26 15:00:54.305714+00:00,N/A,Privilege Escalation,
2025-12-26 15:01:08.323391+00:00,N/A,Privilege Escalation,
2025-12-26 15:05:33.013933+00:00,N/A,Privilege Escalation,
2025-12-26 15:10:52.665195+00:00,N/A,Privilege Escalation,
2025-12-26 15:18:11.028463+00:00,N/A,Privilege Escalation,
2025-12-26 15:23:48.995138+00:00,N/A,Privilege Escalation,
2025-12-26 15:23:50.096786+00:00,N/A,Privilege Escalation,
2025-12-26 15:23:50.319973+00:00,N/A,Privilege Escalation,
2025-12-26 15:23:51.827143+00:00,N/A,Privilege Escalation,
2025-12-26 15:23:56.455414+00:00,N/A,Privilege Escalation,
2025-12-26 15:23:57.358686+00:00,N/A,Privilege Escalation,
2025-12-26 15:24:01.231026+00:00,N/A,Privilege Escalation,
2025-12-26 15:24:19.577936+00:00,N/A,Privilege Escalation,
2025-12-26 15:25:20.605116+00:00,N/A,Privilege Escalation,
2025-12-26 15:26:12.570219+00:00,N/A,Privilege Escalation,
2025-12-26 15:26:12.694338+00:00,N/A,Privilege Escalation,
2025-12-26 15:40:44.248079+00:00,N/A,Privilege Escalation,
2025-12-26 15:40:52.837790+00:00,N/A,Privilege Escalation,
2025-12-26 15:42:46.684185+00:00,N/A,Privilege Escalation,
2025-12-26 15:42:47.528250+00:00,N/A,Privilege Escalation,
2025-12-26 15:48:47.114426+00:00,N/A,Privilege Escalation,
2025-12-26 15:55:53.019695+00:00,N/A,Privilege Escalation,
2025-12-26 15:56:53.445639+00:00,N/A,Privilege Escalation,
2025-12-26 15:56:55.257687+00:00,N/A,Privilege Escalation,
2025-12-26 16:02:34.621765+00:00,N/A,Privilege Escalation,
2025-12-26 16:10:53.154167+00:00,N/A,Privilege Escalation,
2025-12-26 16:25:53.342829+00:00,N/A,Privilege Escalation,
2025-12-26 16:40:41.553030+00:00,N/A,Privilege Escalation,
2025-12-26 16:40:41.699474+00:00,N/A,Privilege Escalation,
2025-12-26 16:40:50.452221+00:00,N/A,Privilege Escalation,
2025-12-26 16:40:53.435984+00:00,N/A,Privilege Escalation,
2025-12-26 16:42:52.819824+00:00,N/A,Privilege Escalation,
2025-12-26 16:42:53.848797+00:00,N/A,Privilege Escalation,
2025-12-26 16:44:07.703676+00:00,N/A,Privilege Escalation,
2025-12-26 16:44:07.703680+00:00,N/A,Privilege Escalation,
2025-12-26 16:44:08.162733+00:00,N/A,Privilege Escalation,
2025-12-26 16:44:08.706699+00:00,N/A,Privilege Escalation,
2025-12-26 16:44:22.006392+00:00,N/A,Privilege Escalation,
2025-12-27 05:02:38.723688+00:00,N/A,Privilege Escalation,
2025-12-27 05:02:40.279043+00:00,N/A,Privilege Escalation,
2025-12-27 05:02:40.464296+00:00,N/A,Privilege Escalation,
2025-12-27 05:02:40.745781+00:00,N/A,Privilege Escalation,
2025-12-27 05:02:42.696379+00:00,N/A,Privilege Escalation,
2025-12-27 05:02:55.354330+00:00,N/A,Privilege Escalation,
2025-12-27 05:02:55.442570+00:00,N/A,Privilege Escalation,
2025-12-27 05:03:06.381386+00:00,N/A,Privilege Escalation,
2025-12-27 05:04:25.486898+00:00,N/A,Privilege Escalation,
2025-12-27 05:07:03.845770+00:00,N/A,Privilege Escalation,
2025-12-27 05:07:26.253113+00:00,N/A,Privilege Escalation,
2025-12-27 05:07:39.780909+00:00,N/A,Privilege Escalation,
2025-12-27 05:07:41.694754+00:00,N/A,Privilege Escalation,
2025-12-27 05:08:08.566681+00:00,N/A,Privilege Escalation,
2025-12-27 05:17:40.777744+00:00,N/A,Privilege Escalation,
2025-12-27 05:17:41.853458+00:00,N/A,Privilege Escalation,
2025-12-27 05:17:42.918989+00:00,N/A,Privilege Escalation,
2025-12-27 05:17:50.686132+00:00,N/A,Privilege Escalation,
2025-12-27 05:18:11.980522+00:00,N/A,Privilege Escalation,
2025-12-27 05:22:31.246168+00:00,N/A,Privilege Escalation,
2025-12-27 05:23:52.206411+00:00,N/A,Privilege Escalation,
2025-12-27 05:32:50.797352+00:00,N/A,Privilege Escalation,
2025-12-27 05:33:51.770584+00:00,N/A,Privilege Escalation,
2025-12-27 05:34:18.857218+00:00,N/A,Privilege Escalation,
2025-12-27 05:47:50.932659+00:00,N/A,Privilege Escalation,
2025-12-27 05:48:07.685989+00:00,N/A,Privilege Escalation,
2025-12-27 05:53:12.503883+00:00,N/A,Privilege Escalation,
2025-12-27 05:54:05.012026+00:00,N/A,Privilege Escalation,
2025-12-27 06:02:40.663479+00:00,N/A,Privilege Escalation,
2025-12-27 06:02:51.050570+00:00,N/A,Privilege Escalation,
2025-12-27 06:04:42.657948+00:00,N/A,Privilege Escalation,
2025-12-27 06:04:43.438913+00:00,N/A,Privilege Escalation,
2025-12-27 06:04:52.704481+00:00,N/A,Privilege Escalation,
2025-12-27 06:04:55.073635+00:00,N/A,Privilege Escalation,
2025-12-27 06:05:07.072268+00:00,N/A,Privilege Escalation,
2025-12-27 06:10:42.494728+00:00,N/A,Privilege Escalation,
2025-12-27 06:10:47.076607+00:00,N/A,Privilege Escalation,
2025-12-27 06:10:52.257622+00:00,N/A,Privilege Escalation,
2025-12-27 06:11:15.367733+00:00,N/A,Privilege Escalation,
2025-12-27 06:12:05.829931+00:00,N/A,Privilege Escalation,
2025-12-27 06:12:19.506294+00:00,N/A,Privilege Escalation,
2025-12-27 06:14:02.832420+00:00,N/A,Privilege Escalation,
2025-12-27 06:17:51.157143+00:00,N/A,Privilege Escalation,
2025-12-27 06:32:07.738287+00:00,N/A,Privilege Escalation,
2025-12-27 06:47:51.271259+00:00,N/A,Privilege Escalation,
2025-12-27 06:51:20.103794+00:00,N/A,Privilege Escalation,
2025-12-27 06:55:55.776714+00:00,N/A,Privilege Escalation,
2025-12-27 07:02:41.530241+00:00,N/A,Privilege Escalation,
2025-12-27 07:02:41.673824+00:00,N/A,Privilege Escalation,
2025-12-27 07:02:45.046133+00:00,N/A,Privilege Escalation,
2025-12-27 07:02:51.345989+00:00,N/A,Privilege Escalation,
2025-12-27 07:04:46.549303+00:00,N/A,Privilege Escalation,
2025-12-27 07:04:47.053442+00:00,N/A,Privilege Escalation,
2025-12-27 07:09:59.281372+00:00,N/A,Privilege Escalation,
2025-12-27 07:10:08.950554+00:00,N/A,Privilege Escalation,
2025-12-27 07:10:46.826782+00:00,N/A,Privilege Escalation,
2025-12-27 07:14:10.594862+00:00,N/A,Privilege Escalation,
2025-12-27 07:14:17.215714+00:00,N/A,Privilege Escalation,
2025-12-27 07:14:24.119741+00:00,N/A,Privilege Escalation,
2025-12-27 07:14:50.078503+00:00,N/A,Privilege Escalation,
2025-12-27 07:14:50.361448+00:00,N/A,Privilege Escalation,
2025-12-27 07:17:51.408682+00:00,N/A,Privilege Escalation,
2025-12-27 07:30:21.552122+00:00,N/A,Privilege Escalation,
2025-12-27 07:32:51.482277+00:00,N/A,Privilege Escalation,
2025-12-27 07:47:51.545210+00:00,N/A,Privilege Escalation,
2025-12-27 08:02:48.543816+00:00,N/A,Privilege Escalation,
2025-12-27 08:02:51.611670+00:00,N/A,Privilege Escalation,
2025-12-27 08:04:50.324070+00:00,N/A,Privilege Escalation,
2025-12-27 08:04:50.962200+00:00,N/A,Privilege Escalation,
2025-12-27 08:06:31.116596+00:00,N/A,Privilege Escalation,
2025-12-27 08:10:50.289698+00:00,N/A,Privilege Escalation,
2025-12-27 08:14:10.721514+00:00,N/A,Privilege Escalation,
2025-12-27 08:17:51.711126+00:00,N/A,Privilege Escalation,
2025-12-27 08:30:05.217026+00:00,N/A,Privilege Escalation,
2025-12-27 08:32:51.779642+00:00,N/A,Privilege Escalation,
2025-12-27 08:47:51.842733+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:46.410574+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:46.417871+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:46.419724+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:46.426010+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:46.427748+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:46.444439+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:47.124409+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:47.769581+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:48.605291+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:48.608780+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:48.610483+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:48.617146+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:48.619267+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:48.627384+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:49.245018+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:49.848198+00:00,N/A,Privilege Escalation,
2025-12-27 08:57:50.843445+00:00,N/A,Privilege Escalation,
2025-12-27 09:02:51.903660+00:00,N/A,Privilege Escalation,
2025-12-27 09:02:52.383175+00:00,N/A,Privilege Escalation,
2025-12-27 09:04:54.170261+00:00,N/A,Privilege Escalation,
2025-12-27 09:04:54.821554+00:00,N/A,Privilege Escalation,
2025-12-27 09:10:54.190004+00:00,N/A,Privilege Escalation,
2025-12-27 09:14:10.667608+00:00,N/A,Privilege Escalation,
2025-12-27 09:17:51.971935+00:00,N/A,Privilege Escalation,
2025-12-27 09:32:52.044228+00:00,N/A,Privilege Escalation,
2025-12-27 09:47:52.101503+00:00,N/A,Privilege Escalation,
2025-12-27 10:01:11.053329+00:00,N/A,Privilege Escalation,
2025-12-27 10:02:52.163242+00:00,N/A,Privilege Escalation,
2025-12-27 10:02:56.549376+00:00,N/A,Privilege Escalation,
2025-12-27 10:04:58.287495+00:00,N/A,Privilege Escalation,
2025-12-27 10:04:58.933174+00:00,N/A,Privilege Escalation,
2025-12-27 10:10:58.318581+00:00,N/A,Privilege Escalation,
2025-12-27 10:14:10.717541+00:00,N/A,Privilege Escalation,
2025-12-27 10:14:18.751341+00:00,N/A,Privilege Escalation,
2025-12-27 10:17:52.231853+00:00,N/A,Privilege Escalation,
2025-12-27 10:32:52.297689+00:00,N/A,Privilege Escalation,
2025-12-27 10:37:42.603085+00:00,N/A,Privilege Escalation,
2025-12-27 10:47:52.357239+00:00,N/A,Privilege Escalation,
2025-12-27 11:02:52.414227+00:00,N/A,Privilege Escalation,
2025-12-27 11:03:00.756454+00:00,N/A,Privilege Escalation,
2025-12-27 11:05:02.652056+00:00,N/A,Privilege Escalation,
2025-12-27 11:05:03.346775+00:00,N/A,Privilege Escalation,
2025-12-27 11:08:38.474367+00:00,N/A,Privilege Escalation,
2025-12-27 11:08:41.127602+00:00,N/A,Privilege Escalation,
2025-12-27 11:08:42.000465+00:00,N/A,Privilege Escalation,
2025-12-27 11:11:02.513515+00:00,N/A,Privilege Escalation,
2025-12-27 11:14:11.182789+00:00,N/A,Privilege Escalation,
2025-12-27 11:17:52.473654+00:00,N/A,Privilege Escalation,
2025-12-27 11:32:52.543978+00:00,N/A,Privilege Escalation,
2025-12-27 11:47:52.606255+00:00,N/A,Privilege Escalation,
2025-12-27 12:02:52.670645+00:00,N/A,Privilege Escalation,
2025-12-27 12:03:05.334333+00:00,N/A,Privilege Escalation,
2025-12-27 12:05:07.123238+00:00,N/A,Privilege Escalation,
2025-12-27 12:05:07.754301+00:00,N/A,Privilege Escalation,
2025-12-27 12:11:07.068722+00:00,N/A,Privilege Escalation,
2025-12-27 12:14:11.222805+00:00,N/A,Privilege Escalation,
2025-12-27 12:17:52.733194+00:00,N/A,Privilege Escalation,
2025-12-27 12:31:56.222782+00:00,N/A,Privilege Escalation,
2025-12-27 12:32:52.798231+00:00,N/A,Privilege Escalation,
2025-12-27 12:47:52.861280+00:00,N/A,Privilege Escalation,
2025-12-27 13:02:52.926779+00:00,N/A,Privilege Escalation,
2025-12-27 13:03:09.452938+00:00,N/A,Privilege Escalation,
2025-12-27 13:04:16.158899+00:00,N/A,Privilege Escalation,
2025-12-27 13:05:11.083248+00:00,N/A,Privilege Escalation,
2025-12-27 13:05:11.599840+00:00,N/A,Privilege Escalation,
2025-12-27 13:11:11.174011+00:00,N/A,Privilege Escalation,
